group,sensitivity,group_type,boot_id
Other Hispanic,0.5845070422535211,race,3276
Other Race - Including Multi-Racial,0.49206349206349204,race,3276
Above 4x poverty line,0.4,income,3276
Below poverty line,0.5518207282913166,income,3276
Middle (2-4x),0.4675324675324675,income,3276
Near poverty (1-2x),0.5851063829787234,income,3276
Mexican American,0.47,race,3277
Non-Hispanic Asian,0.2962962962962963,race,3277
Non-Hispanic Black,0.5891472868217055,race,3277
Non-Hispanic White,0.5343228200371057,race,3277
Other Hispanic,0.5492957746478874,race,3277
Other Race - Including Multi-Racial,0.5396825396825397,race,3277
Above 4x poverty line,0.3522727272727273,income,3277
Below poverty line,0.6,income,3277
Middle (2-4x),0.48097826086956524,income,3277
Near poverty (1-2x),0.5672823218997362,income,3277
Mexican American,0.375,race,3278
Non-Hispanic Asian,0.2839506172839506,race,3278
Non-Hispanic Black,0.5232558139534884,race,3278
Non-Hispanic White,0.5769944341372912,race,3278
Other Hispanic,0.5070422535211268,race,3278
Other Race - Including Multi-Racial,0.49206349206349204,race,3278
Above 4x poverty line,0.37888198757763975,income,3278
Below poverty line,0.5349462365591398,income,3278
Middle (2-4x),0.46866485013623976,income,3278
Near poverty (1-2x),0.5613577023498695,income,3278
Mexican American,0.435,race,3279
Non-Hispanic Asian,0.35802469135802467,race,3279
Non-Hispanic Black,0.5038759689922481,race,3279
Non-Hispanic White,0.5435992578849722,race,3279
Other Hispanic,0.5070422535211268,race,3279
Other Race - Including Multi-Racial,0.6349206349206349,race,3279
Above 4x poverty line,0.29936305732484075,income,3279
Below poverty line,0.57636887608069165,income,3279
Middle (2-4x),0.46867167919799496,income,3279
Near poverty (1-2x),0.5710526315789474,income,3279
Mexican American,0.42,race,3280
Non-Hispanic Asian,0.2222222222222222,race,3280
Non-Hispanic Black,0.5310077519379846,race,3280
Non-Hispanic White,0.5231910946196661,race,3280
Other Hispanic,0.5070422535211268,race,3280
Other Race - Including Multi-Racial,0.4603174603174603,race,3280
Above 4x poverty line,0.2655367231638418,income,3280
Below poverty line,0.5809248554913294,income,3280
Middle (2-4x),0.45287958115183247,income,3280
Near poverty (1-2x),0.5317460317460317,income,3280
Mexican American,0.395,race,3281
Non-Hispanic Asian,0.345679012345679,race,3281
Non-Hispanic Black,0.562015503875969,race,3281
Non-Hispanic White,0.5658627087198516,race,3281
Other Hispanic,0.6338028169014085,race,3281
Other Race - Including Multi-Racial,0.5555555555555556,race,3281
Above 4x poverty line,0.37341772151898733,income,3281
Below poverty line,0.6106194690265486,income,3281
Middle (2-4x),0.5156626506024097,income,3281
Near poverty (1-2x),0.5444743935309974,income,3281
Mexican American,0.455,race,3282
Non-Hispanic Asian,0.37037037037037035,race,3282
Non-Hispanic Black,0.5077519379844961,race,3282
Non-Hispanic White,0.5324675324675324,race,3282
Other Hispanic,0.5633802816901409,race,3282
Other Race - Including Multi-Racial,0.5396825396825397,race,3282
Above 4x poverty line,0.310126582278481,income,3282
Below poverty line,0.5730659025787965,income,3282
Middle (2-4x),0.4642857142857143,income,3282
Near poverty (1-2x),0.578125,income,3282
Mexican American,0.46,race,3283
Non-Hispanic Asian,0.32098765432098764,race,3283
Non-Hispanic Black,0.5658914728682171,race,3283
Non-Hispanic White,0.536178107606679,race,3283
Other Hispanic,0.5422535211267606,race,3283
Other Race - Including Multi-Racial,0.6031746031746031,race,3283
Above 4x poverty line,0.3076923076923077,income,3283
Below poverty line,0.5706806282722513,income,3283
Middle (2-4x),0.4973958333333333,income,3283
Near poverty (1-2x),0.5748663101604278,income,3283
Mexican American,0.48,race,3284
Non-Hispanic Asian,0.2839506172839506,race,3284
Non-Hispanic Black,0.5581395348837209,race,3284
Non-Hispanic White,0.5157699443413729,race,3284
Other Hispanic,0.5704225352112676,race,3284
Other Race - Including Multi-Racial,0.6190476190476191,race,3284
Above 4x poverty line,0.3618421052631579,income,3284
Below poverty line,0.6106442577030813,income,3284
Middle (2-4x),0.4479166666666667,income,3284
Near poverty (1-2x),0.5538461538461539,income,3284
Mexican American,0.465,race,3285
Non-Hispanic Asian,0.2962962962962963,race,3285
Non-Hispanic Black,0.5658914728682171,race,3285
Non-Hispanic White,0.5398886827458256,race,3285
Other Hispanic,0.4788732394366197,race,3285
Other Race - Including Multi-Racial,0.5079365079365079,race,3285
Above 4x poverty line,0.38285714285714284,income,3285
Below poverty line,0.5749235474006116,income,3285
Middle (2-4x),0.45542168674698796,income,3285
Near poverty (1-2x),0.5737704918032787,income,3285
Mexican American,0.47,race,3286
Non-Hispanic Asian,0.32098765432098764,race,3286
Non-Hispanic Black,0.5193798449612403,race,3286
Non-Hispanic White,0.5732838589981447,race,3286
Other Hispanic,0.528169014084507,race,3286
Other Race - Including Multi-Racial,0.6349206349206349,race,3286
Above 4x poverty line,0.34146341463414637,income,3286
Below poverty line,0.6142433234421365,income,3286
Middle (2-4x),0.4720812182741117,income,3286
Near poverty (1-2x),0.5902061855670103,income,3286
Mexican American,0.475,race,3287
Non-Hispanic Asian,0.2839506172839506,race,3287
Non-Hispanic Black,0.5465116279069767,race,3287
Non-Hispanic White,0.5454545454545454,race,3287
Other Hispanic,0.5633802816901409,race,3287
Other Race - Including Multi-Racial,0.5238095238095238,race,3287
Above 4x poverty line,0.3743016759776536,income,3287
Below poverty line,0.5656836461126006,income,3287
Middle (2-4x),0.483695652173913,income,3287
Near poverty (1-2x),0.5785123966942148,income,3287
Mexican American,0.44,race,3288
Non-Hispanic Asian,0.345679012345679,race,3288
Non-Hispanic Black,0.5271317829457365,race,3288
Non-Hispanic White,0.5807050092764379,race,3288
Other Hispanic,0.49295774647887325,race,3288
Other Race - Including Multi-Racial,0.42857142857142855,race,3288
Above 4x poverty line,0.3475609756097561,income,3288
Below poverty line,0.6,income,3288
Middle (2-4x),0.4746192893401015,income,3288
Near poverty (1-2x),0.5527777777777778,income,3288
Mexican American,0.41,race,3289
Non-Hispanic Asian,0.3950617283950617,race,3289
Non-Hispanic Black,0.5387596899224806,race,3289
Non-Hispanic White,0.536178107606679,race,3289
Other Hispanic,0.5070422535211268,race,3289
Other Race - Including Multi-Racial,0.5079365079365079,race,3289
Above 4x poverty line,0.25862068965517243,income,3289
Below poverty line,0.5779036827195467,income,3289
Middle (2-4x),0.49866666666666665,income,3289
Near poverty (1-2x),0.5511811023622047,income,3289
Mexican American,0.5,race,3290
Non-Hispanic Asian,0.32098765432098764,race,3290
Non-Hispanic Black,0.5465116279069767,race,3290
Non-Hispanic White,0.5584415584415584,race,3290
Other Hispanic,0.4647887323943662,race,3290
Other Race - Including Multi-Racial,0.5079365079365079,race,3290
Above 4x poverty line,0.3630573248407643,income,3290
Below poverty line,0.5780346820809249,income,3290
Middle (2-4x),0.4613333333333333,income,3290
Near poverty (1-2x),0.582716049382716,income,3290
Mexican American,0.41,race,3291
Non-Hispanic Asian,0.345679012345679,race,3291
Non-Hispanic Black,0.5930232558139535,race,3291
Non-Hispanic White,0.5083487940630798,race,3291
Other Hispanic,0.5070422535211268,race,3291
Other Race - Including Multi-Racial,0.5555555555555556,race,3291
Above 4x poverty line,0.296969696969697,income,3291
Below poverty line,0.6005665722379604,income,3291
Middle (2-4x),0.4665012406947891,income,3291
Near poverty (1-2x),0.5386740331491713,income,3291
Mexican American,0.435,race,3292
Non-Hispanic Asian,0.4074074074074074,race,3292
Non-Hispanic Black,0.5542635658914729,race,3292
Non-Hispanic White,0.562152133580705,race,3292
Other Hispanic,0.4647887323943662,race,3292
Other Race - Including Multi-Racial,0.5714285714285714,race,3292
Above 4x poverty line,0.3924050632911392,income,3292
Below poverty line,0.5705705705705706,income,3292
Middle (2-4x),0.46867167919799496,income,3292
Near poverty (1-2x),0.58269720101781175,income,3292
Mexican American,0.47,race,3293
Non-Hispanic Asian,0.345679012345679,race,3293
Non-Hispanic Black,0.5387596899224806,race,3293
Non-Hispanic White,0.5584415584415584,race,3293
Other Hispanic,0.5070422535211268,race,3293
Other Race - Including Multi-Racial,0.5873015873015873,race,3293
Above 4x poverty line,0.36645962732919257,income,3293
Below poverty line,0.5726027397260274,income,3293
Middle (2-4x),0.4525,income,3293
Near poverty (1-2x),0.6218487394957983,income,3293
Mexican American,0.44,race,3294
Non-Hispanic Asian,0.35802469135802467,race,3294
Non-Hispanic Black,0.5271317829457365,race,3294
Non-Hispanic White,0.5250463821892394,race,3294
Other Hispanic,0.5,race,3294
Other Race - Including Multi-Racial,0.5238095238095238,race,3294
Above 4x poverty line,0.3888888888888889,income,3294
Below poverty line,0.5876923076923077,income,3294
Middle (2-4x),0.44473007712082263,income,3294
Near poverty (1-2x),0.5233415233415234,income,3294
Mexican American,0.425,race,3295
Non-Hispanic Asian,0.35802469135802467,race,3295
Non-Hispanic Black,0.5232558139534884,race,3295
Non-Hispanic White,0.5250463821892394,race,3295
Other Hispanic,0.4859154929577465,race,3295
Other Race - Including Multi-Racial,0.5238095238095238,race,3295
Above 4x poverty line,0.2857142857142857,income,3295
Below poverty line,0.5994152046783626,income,3295
Middle (2-4x),0.43669250645994834,income,3295
Near poverty (1-2x),0.5492227979274611,income,3295
Mexican American,0.43,race,3296
Non-Hispanic Asian,0.35802469135802467,race,3296
Non-Hispanic Black,0.49612403100775193,race,3296
Non-Hispanic White,0.5287569573283859,race,3296
Other Hispanic,0.5352112676056338,race,3296
Other Race - Including Multi-Racial,0.5873015873015873,race,3296
Above 4x poverty line,0.310126582278481,income,3296
Below poverty line,0.5867768595041323,income,3296
Middle (2-4x),0.4225721784776903,income,3296
Near poverty (1-2x),0.5721784776902887,income,3296
Mexican American,0.465,race,3297
Non-Hispanic Asian,0.3333333333333333,race,3297
Non-Hispanic Black,0.5736434108527132,race,3297
Non-Hispanic White,0.5640074211502782,race,3297
Other Hispanic,0.5492957746478874,race,3297
Other Race - Including Multi-Racial,0.5238095238095238,race,3297
Above 4x poverty line,0.3333333333333333,income,3297
Below poverty line,0.6325301204819277,income,3297
Middle (2-4x),0.48081841432225064,income,3297
Near poverty (1-2x),0.5804020100502513,income,3297
Mexican American,0.425,race,3298
Non-Hispanic Asian,0.345679012345679,race,3298
Non-Hispanic Black,0.5271317829457365,race,3298
Non-Hispanic White,0.5157699443413729,race,3298
Other Hispanic,0.47183098591549294,race,3298
Other Race - Including Multi-Racial,0.5238095238095238,race,3298
Above 4x poverty line,0.32075471698113206,income,3298
Below poverty line,0.5764705882352941,income,3298
Middle (2-4x),0.43556701030927836,income,3298
Near poverty (1-2x),0.5328282828282829,income,3298
Mexican American,0.445,race,3299
Non-Hispanic Asian,0.20987654320987653,race,3299
Non-Hispanic Black,0.5155038759689923,race,3299
Non-Hispanic White,0.5269016697588126,race,3299
Other Hispanic,0.5985915492957746,race,3299
Other Race - Including Multi-Racial,0.5396825396825397,race,3299
Above 4x poverty line,0.3333333333333333,income,3299
Below poverty line,0.584045584045584,income,3299
Middle (2-4x),0.4621212121212121,income,3299
Near poverty (1-2x),0.531578947368421,income,3299
Mexican American,0.475,race,3300
Non-Hispanic Asian,0.30864197530864196,race,3300
Non-Hispanic Black,0.5465116279069767,race,3300
Non-Hispanic White,0.5454545454545454,race,3300
Other Hispanic,0.5140845070422535,race,3300
Other Race - Including Multi-Racial,0.4444444444444444,race,3300
Above 4x poverty line,0.3630573248407643,income,3300
Below poverty line,0.5935828877005348,income,3300
Middle (2-4x),0.48717948717948717,income,3300
Near poverty (1-2x),0.5165745856353591,income,3300
Mexican American,0.46,race,3301
Non-Hispanic Asian,0.2962962962962963,race,3301
Non-Hispanic Black,0.5503875968992248,race,3301
Non-Hispanic White,0.5528756957328386,race,3301
Other Hispanic,0.5352112676056338,race,3301
Other Race - Including Multi-Racial,0.6031746031746031,race,3301
Above 4x poverty line,0.3835616438356164,income,3301
Below poverty line,0.5976331360946746,income,3301
Middle (2-4x),0.47858942065491183,income,3301
Near poverty (1-2x),0.5522388059701493,income,3301
Mexican American,0.495,race,3302
Non-Hispanic Asian,0.345679012345679,race,3302
Non-Hispanic Black,0.5658914728682171,race,3302
Non-Hispanic White,0.5955473098330241,race,3302
Other Hispanic,0.5140845070422535,race,3302
Other Race - Including Multi-Racial,0.5238095238095238,race,3302
Above 4x poverty line,0.3821656050955414,income,3302
Below poverty line,0.5628571428571428,income,3302
Middle (2-4x),0.5586734693877551,income,3302
Near poverty (1-2x),0.5833333333333334,income,3302
Mexican American,0.42,race,3303
Non-Hispanic Asian,0.4074074074074074,race,3303
Non-Hispanic Black,0.5465116279069767,race,3303
Non-Hispanic White,0.5324675324675324,race,3303
Other Hispanic,0.5422535211267606,race,3303
Other Race - Including Multi-Racial,0.5079365079365079,race,3303
Above 4x poverty line,0.33116883116883117,income,3303
Below poverty line,0.5582655826558266,income,3303
Middle (2-4x),0.4895287958115183,income,3303
Near poverty (1-2x),0.5555555555555556,income,3303
Mexican American,0.485,race,3304
Non-Hispanic Asian,0.4567901234567901,race,3304
Non-Hispanic Black,0.5968992248062015,race,3304
Non-Hispanic White,0.5602968460111317,race,3304
Other Hispanic,0.4859154929577465,race,3304
Other Race - Including Multi-Racial,0.4444444444444444,race,3304
Above 4x poverty line,0.2847222222222222,income,3304
Below poverty line,0.6074270557029178,income,3304
Middle (2-4x),0.5157068062827225,income,3304
Near poverty (1-2x),0.5789473684210527,income,3304
Mexican American,0.435,race,3305
Non-Hispanic Asian,0.345679012345679,race,3305
Non-Hispanic Black,0.5503875968992248,race,3305
Non-Hispanic White,0.5510204081632653,race,3305
Other Hispanic,0.5,race,3305
Other Race - Including Multi-Racial,0.5079365079365079,race,3305
Above 4x poverty line,0.33774834437086093,income,3305
Below poverty line,0.577259475218659,income,3305
Middle (2-4x),0.5,income,3305
Near poverty (1-2x),0.535064935064935,income,3305
Mexican American,0.465,race,3306
Non-Hispanic Asian,0.30864197530864196,race,3306
Non-Hispanic Black,0.5658914728682171,race,3306
Non-Hispanic White,0.5157699443413729,race,3306
Other Hispanic,0.5352112676056338,race,3306
Other Race - Including Multi-Racial,0.4603174603174603,race,3306
Above 4x poverty line,0.24516129032258063,income,3306
Below poverty line,0.592375366568915,income,3306
Middle (2-4x),0.45742092457420924,income,3306
Near poverty (1-2x),0.5824468085106383,income,3306
Mexican American,0.425,race,3307
Non-Hispanic Asian,0.35802469135802467,race,3307
Non-Hispanic Black,0.5658914728682171,race,3307
Non-Hispanic White,0.5398886827458256,race,3307
Other Hispanic,0.5422535211267606,race,3307
Other Race - Including Multi-Racial,0.5396825396825397,race,3307
Above 4x poverty line,0.35064935064935066,income,3307
Below poverty line,0.5768115942028985,income,3307
Middle (2-4x),0.5012594458438288,income,3307
Near poverty (1-2x),0.5426356589147286,income,3307
Mexican American,0.415,race,3308
Non-Hispanic Asian,0.3950617283950617,race,3308
Non-Hispanic Black,0.5077519379844961,race,3308
Non-Hispanic White,0.5176252319109462,race,3308
Other Hispanic,0.5633802816901409,race,3308
Other Race - Including Multi-Racial,0.5079365079365079,race,3308
Above 4x poverty line,0.32919254658385094,income,3308
Below poverty line,0.5457063711911357,income,3308
Middle (2-4x),0.4609571788413098,income,3308
Near poverty (1-2x),0.5604395604395604,income,3308
Mexican American,0.495,race,3309
Non-Hispanic Asian,0.32098765432098764,race,3309
Non-Hispanic Black,0.5658914728682171,race,3309
Non-Hispanic White,0.5602968460111317,race,3309
Other Hispanic,0.5845070422535211,race,3309
